ZDB-BAC-090114-810|ZDB-BAC-030616-43|RP71-PACKTRZ|
ZDB-LOCUS-050919-31|ZDB-GENE-070117-850|un-named s261|
ZDB-LOCUS-050919-34|ZDB-GENE-070117-853|un-named s254|
ZDB-GENE-070117-856|ZDB-GENE-070117-857|un-named s226|
ZDB-LOCUS-050919-39|ZDB-GENE-070117-858|un-named s206|
ZDB-LOCUS-050919-41|ZDB-GENE-070117-860|un-named s270|
ZDB-LOCUS-050919-44|ZDB-GENE-070117-863|un-named s427|
ZDB-LOCUS-050919-47|ZDB-GENE-070117-866|un-named s210|
ZDB-LOCUS-050919-5|ZDB-GENE-070117-869|un-named s251|
ZDB-LOCUS-050919-51|ZDB-GENE-070117-871|un-named s606|
ZDB-LOCUS-050919-7|ZDB-GENE-070117-875|un-named s620|
ZDB-LOCUS-050920-1|ZDB-GENE-070117-878|metronome|
ZDB-LOCUS-050930-2|ZDB-GENE-070117-880|earlyriser|
ZDB-LOCUS-060223-3|ZDB-GENE-070117-884|andromeda|
ZDB-LOCUS-060417-1|ZDB-GENE-070117-887|sea dragon|
ZDB-LOCUS-020511-1|ZDB-GENE-070117-89|transichord|
ZDB-LOCUS-060418-1|ZDB-GENE-070117-892|cheetah|
ZDB-LOCUS-060608-10|ZDB-GENE-070117-897|un-named t30798|
ZDB-LOCUS-060608-102|ZDB-GENE-070117-900|un-named t30762|
ZDB-LOCUS-060608-105|ZDB-GENE-070117-903|un-named t30925|
ZDB-LOCUS-060608-108|ZDB-GENE-070117-906|un-named t30851|
ZDB-LOCUS-060608-110|ZDB-GENE-070117-909|un-named t30858|
ZDB-LOCUS-060608-112|ZDB-GENE-070117-911|un-named t30613|
ZDB-LOCUS-060608-115|ZDB-GENE-070117-914|un-named t30444|
ZDB-LOCUS-060608-118|ZDB-GENE-070117-917|un-named t30918|
ZDB-LOCUS-020615-1|ZDB-GENE-070117-92|vibrato|
ZDB-LOCUS-060608-122|ZDB-GENE-070117-922|un-named t30502|
ZDB-LOCUS-060608-125|ZDB-GENE-070117-925|un-named t30462|
ZDB-LOCUS-060608-128|ZDB-GENE-070117-928|un-named t30186|
ZDB-LOCUS-060608-13|ZDB-GENE-070117-930|un-named t30808|
ZDB-LOCUS-060608-132|ZDB-GENE-070117-933|un-named t30921|
ZDB-LOCUS-060608-135|ZDB-GENE-070117-936|un-named t30464|
ZDB-LOCUS-060608-138|ZDB-GENE-070117-939|un-named t30974|
ZDB-LOCUS-060608-14|ZDB-GENE-070117-941|un-named t30809|
ZDB-LOCUS-060608-142|ZDB-GENE-070117-944|un-named t30572|
ZDB-LOCUS-060608-145|ZDB-GENE-070117-947|un-named t30423|
ZDB-LOCUS-020731-1|ZDB-GENE-070117-95|serpolet|
ZDB-LOCUS-060608-15|ZDB-GENE-070117-952|un-named t30840|
ZDB-LOCUS-060608-152|ZDB-GENE-070117-955|un-named t30779|
ZDB-LOCUS-060608-155|ZDB-GENE-070117-958|un-named t30726|
ZDB-LOCUS-060608-157|ZDB-GENE-070117-960|un-named t30735|
ZDB-LOCUS-060608-16|ZDB-GENE-070117-963|un-named t30841|
ZDB-LOCUS-060608-162|ZDB-GENE-070117-966|un-named t30375|
ZDB-LOCUS-060608-165|ZDB-GENE-070117-969|un-named t30828|
ZDB-LOCUS-060608-167|ZDB-GENE-070117-971|un-named t30294|
ZDB-LOCUS-060608-17|ZDB-GENE-070117-974|un-named t30843|
ZDB-LOCUS-060608-172|ZDB-GENE-070117-977|un-named t30782|
ZDB-LOCUS-020731-2|ZDB-GENE-070117-98|pinky|
ZDB-LOCUS-060608-177|ZDB-GENE-070117-982|un-named t30859|
ZDB-LOCUS-060608-18|ZDB-GENE-070117-985|un-named t30872|
ZDB-LOCUS-060608-182|ZDB-GENE-070117-988|un-named t30163|
ZDB-LOCUS-060608-184|ZDB-GENE-070117-990|un-named t30597|
ZDB-LOCUS-060608-187|ZDB-GENE-070117-993|un-named t30395|
ZDB-LOCUS-060608-19|ZDB-GENE-070117-996|un-named t30873|
ZDB-LOCUS-060608-192|ZDB-GENE-070117-999|un-named t30183|
ZDB-GENE-070117-780|ZDB-GENE-070122-2|off-road|
ZDB-GENE-050411-88|ZDB-GENE-070124-2|im:7155274|
ZDB-LOCUS-990215-263|ZDB-GENE-070129-1|obelix|
ZDB-CDNA-060929-212|ZDB-GENE-070202-4|MGC:152967|
ZDB-GENE-060810-44|ZDB-GENE-070206-11|im:7152257|
ZDB-GENE-070206-8|ZDB-GENE-070206-7|neurexin 2b, isoform beta|
ZDB-GENE-050309-188|ZDB-GENE-070209-119|im:7151348|
ZDB-GENE-030131-197|ZDB-GENE-070209-149|wu:fb16f04|
ZDB-GENE-030131-10094|ZDB-GENE-070209-164|wu:fl17h04|
ZDB-GENE-030131-6648|ZDB-GENE-070209-173|wu:fa01a01|
ZDB-GENE-041111-249|ZDB-GENE-070209-211|im:7145879|
ZDB-GENE-030131-5528|ZDB-GENE-070209-241|wu:fd21f07|
ZDB-GENE-041111-258|ZDB-GENE-070209-259|im:7149302|
ZDB-GENE-030131-575|ZDB-GENE-070209-277|wu:fb37b12|
ZDB-GENE-030131-6926|ZDB-GENE-070209-83|wu:fa11d04|
ZDB-GENE-030131-5727|ZDB-GENE-070308-4|wu:fi15c05|
ZDB-CDNA-041010-182|ZDB-GENE-070321-1|MGC:101674|
ZDB-GENE-041114-73|ZDB-GENE-070326-1|zgc:101868|
ZDB-GENE-070912-522|ZDB-GENE-070402-2|si:dkey-33m14.1|
ZDB-GENE-030131-9005|ZDB-GENE-070410-115|wu:fa96d09|
ZDB-GENE-050419-87|ZDB-GENE-070410-15|si:dkey-196d8.2|
ZDB-GENE-030131-4596|ZDB-GENE-070412-3|wu:fd36e09|
ZDB-GENE-070424-199|ZDB-GENE-070424-17|si:dkey-117k10.4|
ZDB-GENE-050208-69|ZDB-GENE-070424-223|im:7137621|
ZDB-GENE-070424-180|ZDB-GENE-070424-4|si:ch211-287j19.5|
ZDB-GENE-050419-91|ZDB-GENE-070424-91|si:dkey-174i19.2|
ZDB-GENE-030131-8758|ZDB-GENE-070501-8|wu:fb06e12|
ZDB-GENE-070912-647|ZDB-GENE-070510-1|si:dkeyp-38b6.3|
ZDB-LOCUS-990215-187|ZDB-GENE-070521-2|flotte lotte|
ZDB-GENE-070117-781|ZDB-GENE-070613-1|sidetracked|
ZDB-GENE-030131-7950|ZDB-GENE-070620-22|wu:fj43a03|
ZDB-GENE-030131-7984|ZDB-GENE-070628-2|wu:fj44f08|
ZDB-GENE-030131-6040|ZDB-GENE-070629-4|wu:fi31h03|
ZDB-GENE-030131-2180|ZDB-GENE-070705-184|wu:fb99a09|
ZDB-GENE-060503-886|ZDB-GENE-070705-20|si:ch211-262k23.1|
ZDB-GENE-050208-430|ZDB-GENE-070705-319|si:dkey-4c23.6|
ZDB-GENE-050208-639|ZDB-GENE-070705-463|si:dkey-190j3.11|
ZDB-GENE-070424-150|ZDB-GENE-070705-556|si:ch211-204f4.5|
ZDB-GENE-050420-202|ZDB-GENE-070705-94|si:dkey-79n12.2|
ZDB-GENE-060503-305|ZDB-GENE-070717-2|si:ch211-210h11.5|
ZDB-GENE-050506-56|ZDB-GENE-070717-4|si:ch211-210h11.9|
ZDB-GENE-071004-43|ZDB-GENE-070720-19|zgc:171799|
ZDB-GENE-060810-51|ZDB-GENE-070803-1|im:7155161|
ZDB-GENE-070620-23|ZDB-GENE-070806-14|zgc:165645|
ZDB-GENE-010308-7|ZDB-GENE-070806-51|odorant receptor, family 13, member 5, pseudogene|
ZDB-GENE-080716-13|ZDB-GENE-070806-54|zgc:194961|
ZDB-GENE-060421-6428|ZDB-GENE-070806-8|zgc:136581|
ZDB-GENE-010312-1|ZDB-GENE-070806-99|odorant receptor, family 1, member 1|
ZDB-GENE-030131-644|ZDB-GENE-070911-3|wu:fb38e11|
ZDB-GENE-030131-301|ZDB-GENE-070912-116|wu:fb20f08|
ZDB-GENE-050302-130|ZDB-GENE-070912-162|wu:fi37b05|
ZDB-GENE-030131-4864|ZDB-GENE-070912-171|wu:fe02c10|
ZDB-GENE-030131-692|ZDB-GENE-070912-179|wu:fb39h04|
ZDB-GENE-030131-9678|ZDB-GENE-070912-20|sb:cb14|
ZDB-LOCUS-990215-224|ZDB-GENE-070912-274|gulliver|
ZDB-GENE-030131-1106|ZDB-GENE-070912-320|wu:fb59e08|
ZDB-GENE-030131-9442|ZDB-GENE-070912-368|wu:fj78g08|
ZDB-GENE-030131-5046|ZDB-GENE-070912-399|wu:fe36b10|
ZDB-GENE-030131-8705|ZDB-GENE-070912-550|wu:fb04a09|
ZDB-GENE-070912-48|ZDB-GENE-070912-56|si:ch211-131e11.12|
ZDB-GENE-040724-88|ZDB-GENE-070912-578|si:rp71-1g18.15|
ZDB-GENE-030131-3784|ZDB-GENE-070912-645|wu:fc54a11|
ZDB-GENE-060503-163|ZDB-GENE-070912-70|si:dkey-281i8.4|
ZDB-GENE-030131-8313|ZDB-GENE-070928-23|wu:fb08f07|
ZDB-GENE-071004-123|ZDB-GENE-071004-125|zgc:174458|
ZDB-GENE-040914-32|ZDB-GENE-071004-74|im:6910535|
ZDB-GENE-050809-6|ZDB-GENE-071015-2|im:6907289|
ZDB-GENE-010319-29|ZDB-GENE-071218-5|si:dkey-249p9.3|
ZDB-GENE-030131-3969|ZDB-GENE-071218-5|si:dkey-249p9.3|
ZDB-GENE-030131-9316|ZDB-GENE-080103-2|wu:fj65c07|
ZDB-GENE-030131-4233|ZDB-GENE-080204-25|wu:fc83h02|
ZDB-GENE-060503-346|ZDB-GENE-080206-1|si:dkey-237g15.4|
ZDB-GENE-081030-11|ZDB-GENE-080213-2|si:dkey-206d17.14|
ZDB-GENE-030131-3925|ZDB-GENE-080219-21|wu:fc59b06|
ZDB-GENE-030131-1785|ZDB-GENE-080220-27|wu:fb80e10|
ZDB-GENE-030131-6816|ZDB-GENE-080225-33|wu:fa06h02|
ZDB-GENE-060810-19|ZDB-GENE-080228-1|im:6909358|
ZDB-GENE-050208-526|ZDB-GENE-080305-9|si:dkey-270e21.3|
ZDB-GENE-060810-100|ZDB-GENE-080403-16|im:7158255|
ZDB-GENE-080220-6|ZDB-GENE-080508-1|zgc:171654|
ZDB-GENE-031204-17|ZDB-GENE-080513-5|sb:cb1016|
ZDB-GENE-061207-45|ZDB-GENE-080603-4|si:ch73-239f21.1|
ZDB-GENE-030131-2495|ZDB-GENE-080613-2|wu:fc09g08|
ZDB-GENE-060531-101|ZDB-GENE-080718-4|si:dkey-202n14.5|
ZDB-GENE-080721-6|ZDB-GENE-080721-5|zgc:194984|
ZDB-GENE-030131-4592|ZDB-GENE-080723-16|wu:fd36c02|
ZDB-GENE-080724-5|ZDB-GENE-080723-2|zgc:194774|
ZDB-GENE-080723-56|ZDB-GENE-080723-55|zgc:193803|
ZDB-GENE-030131-9911|ZDB-GENE-080918-1|sb:cb605|
ZDB-GENE-080917-42|ZDB-GENE-081022-118|im:7160217|
ZDB-GENE-081022-144|ZDB-GENE-081022-139|zgc:194702|
ZDB-GENE-081022-149|ZDB-GENE-081022-147|zgc:194771|
ZDB-GENE-081022-17|ZDB-GENE-081022-16|zgc:193570|
ZDB-GENE-081022-207|ZDB-GENE-081022-200|zgc:195277|
ZDB-GENE-081022-38|ZDB-GENE-081022-33|zgc:193743|
ZDB-GENE-081022-82|ZDB-GENE-081022-85|zgc:194234|
ZDB-LOCUS-990215-540|ZDB-GENE-081030-4|softy|
ZDB-GENE-030131-1552|ZDB-GENE-081031-106|sb:cb485|
ZDB-GENE-041001-174|ZDB-GENE-081110-2|si:dkey-34f16.5|
ZDB-GENE-081205-3|ZDB-GENE-081203-8|microRNA 100-2|
ZDB-GENE-070809-3|ZDB-GENE-090112-3|puff daddy|
ZDB-GENE-050626-76|ZDB-GENE-090306-1|zgc:114014|
ZDB-GENE-050522-245|ZDB-GENE-090306-2|zgc:111913|
ZDB-GENE-030131-7974|ZDB-GENE-090313-255|wu:fj44b04|
ZDB-GENE-030131-7587|ZDB-GENE-090427-2|wu:fj32g06|
ZDB-GENE-080327-2|ZDB-GENE-090629-1|sc:d0254|
ZDB-GENE-030131-9211|ZDB-GENE-980526-104|wu:fk04d02|
ZDB-GENE-030131-7775|ZDB-GENE-980526-111|wu:fj34b05|
ZDB-GENE-030131-2516|ZDB-GENE-980526-115|wu:fc10d05|
ZDB-GENE-050320-76|ZDB-GENE-980526-135|zgc:113262|
ZDB-GENE-000607-11|ZDB-GENE-980526-139|id:ibd5088|
ZDB-GENE-050522-221|ZDB-GENE-980526-143|zgc:111934|
ZDB-GENE-030131-736|ZDB-GENE-980526-150|wu:fb43h11|
ZDB-GENE-030616-18|ZDB-GENE-980526-164|si:by184l24.2|
ZDB-EST-990707-53|ZDB-GENE-980526-167|gi62563|
ZDB-GENE-030131-9666|ZDB-GENE-980526-171|sb:cb123|
ZDB-GENE-030131-4206|ZDB-GENE-980526-176|wu:fc83a12|
ZDB-GENE-030219-40|ZDB-GENE-980526-178|id:ibd5006|
ZDB-EST-990707-68|ZDB-GENE-980526-186|gi1834430|
ZDB-GENE-030131-2511|ZDB-GENE-980526-192|wu:fc10c01|
ZDB-GENE-060503-936|ZDB-GENE-980526-200|si:dkeyp-2h4.1|
ZDB-GENE-990415-148|ZDB-GENE-980526-200|major histocompatibility complex class II DA-beta-401 gene|
ZDB-GENE-010112-1|ZDB-GENE-980526-201|mhc2daa|
ZDB-GENE-080716-5|ZDB-GENE-980526-208|zgc:194648|
ZDB-EST-990707-74|ZDB-GENE-980526-215|gi1617039|
ZDB-GENE-980526-219|ZDB-GENE-980526-220|brain POU domain gene 1.1|
ZDB-GENE-030131-6683|ZDB-GENE-980526-227|wu:fa02e10|
ZDB-LOCUS-061129-5|ZDB-GENE-980526-249|wingless-type MMTV integration site family, member 11, related|
ZDB-GENE-040426-1394|ZDB-GENE-980526-253|zgc:64184|
ZDB-GENE-070117-2126|ZDB-GENE-980526-253|hoover|
ZDB-GENE-050522-537|ZDB-GENE-980526-26|zgc:110559|
ZDB-LOCUS-990215-639|ZDB-GENE-980526-268|vlad tepes|
ZDB-GENE-030219-108|ZDB-GENE-980526-280|id:ibd3531|
ZDB-GENE-030219-47|ZDB-GENE-980526-283|id:ibd5073|
ZDB-GENE-050417-16|ZDB-GENE-980526-284|zgc:109797|
ZDB-GENE-050320-6|ZDB-GENE-980526-287|zgc:110736|
ZDB-GENE-030219-8|ZDB-GENE-980526-290|id:ibd5001|
ZDB-GENE-030131-4573|ZDB-GENE-980526-307|wu:fd13h01|
ZDB-GENE-050522-360|ZDB-GENE-980526-312|zgc:111928|
ZDB-GENE-050417-256|ZDB-GENE-980526-321|zgc:111912|
ZDB-GENE-000607-54|ZDB-GENE-980526-330|id:ibd2812|
ZDB-LOCUS-990215-285|ZDB-GENE-980526-330|kugelig|
ZDB-GENE-030131-4399|ZDB-GENE-980526-333|wu:fd02a08|
ZDB-GENE-050417-74|ZDB-GENE-980526-333|zgc:110279|
ZDB-GENE-030131-5021|ZDB-GENE-980526-347|wu:fe25d04|
ZDB-GENE-030131-1212|ZDB-GENE-980526-35|sb:cb285|
ZDB-GENE-030131-9759|ZDB-GENE-980526-35|sb:cb285|
ZDB-GENE-050417-233|ZDB-GENE-980526-35|zgc:112154|
ZDB-GENE-030131-1514|ZDB-GENE-980526-362|wu:fb73e10|
ZDB-GENE-030131-8946|ZDB-GENE-980526-365|wu:fa66g07|
ZDB-GENE-030131-6713|ZDB-GENE-980526-368|wu:fa03d06|
ZDB-GENE-030131-97|ZDB-GENE-980526-368|hm:zeh1311|
ZDB-GENE-070117-806|ZDB-GENE-980526-373|dark half|
ZDB-GENE-050327-36|ZDB-GENE-980526-375|zgc:110498|
ZDB-GENE-030131-9318|ZDB-GENE-980526-39|wu:fj65c09|
ZDB-GENE-030131-7767|ZDB-GENE-980526-392|wu:fj33h05|
ZDB-GENE-080716-16|ZDB-GENE-980526-393|zgc:195090|
ZDB-GENE-060421-958|ZDB-GENE-980526-395|zgc:136533|
ZDB-GENE-030131-6479|ZDB-GENE-980526-400|wu:fj99f05|
ZDB-GENE-060421-960|ZDB-GENE-980526-403|zgc:136536|
ZDB-LOCUS-990215-353|ZDB-GENE-980526-404|monorail|
ZDB-GENE-030131-4204|ZDB-GENE-980526-419|wu:fc83a08|
ZDB-GENE-030131-6921|ZDB-GENE-980526-423|wu:fa11c04|
ZDB-GENE-030131-1969|ZDB-GENE-980526-436|wu:fb93c09|
ZDB-LOCUS-990215-381|ZDB-GENE-980526-437|no tail|
ZDB-LOCUS-990215-59|ZDB-GENE-980526-44|blowout|
ZDB-LOCUS-990215-549|ZDB-GENE-980526-464|sparse|
ZDB-GENE-030131-7934|ZDB-GENE-980526-468|wu:fj42b02|
ZDB-EST-990707-87|ZDB-GENE-980526-474|gi2149145|
ZDB-GENE-030131-5433|ZDB-GENE-980526-485|wu:fd18d06|
ZDB-GENE-050626-64|ZDB-GENE-980526-487|zgc:114032|
ZDB-SSLP-990618-137|ZDB-GENE-980526-492|muscle segment homeobox D|
ZDB-GENE-030131-2959|ZDB-GENE-980526-515|wu:fc22d11|
ZDB-GENE-040718-211|ZDB-GENE-980526-52|zgc:92547|
ZDB-GENE-040426-2735|ZDB-GENE-980526-521|zgc:55218|
ZDB-GENE-080716-8|ZDB-GENE-980526-526|zgc:194464|
ZDB-GENE-030131-4830|ZDB-GENE-980526-529|wu:fd99g04|
ZDB-GENE-030131-9144|ZDB-GENE-980526-531|wu:fb01f03|
ZDB-GENE-030131-6438|ZDB-GENE-980526-549|wu:fj97d11|
ZDB-GENE-060312-4|ZDB-GENE-980526-561|zgc:136744|
ZDB-GENE-050320-66|ZDB-GENE-980526-6|zgc:113499|
ZDB-EST-990707-58|ZDB-GENE-980526-69|gi475049|
ZDB-GENE-080716-3|ZDB-GENE-980526-71|zgc:194175|
ZDB-EST-990707-60|ZDB-GENE-980526-76|gi608546|
ZDB-GENE-030131-1560|ZDB-GENE-980526-80|wu:fb74f06|
ZDB-GENE-030616-8|ZDB-GENE-980526-80|si:xx-119c3.3|
ZDB-GENE-030131-7123|ZDB-GENE-980526-87|wu:fk85g06|
ZDB-LOCUS-990215-430|ZDB-GENE-980526-87|pipe tail|
ZDB-GENE-030131-1401|ZDB-GENE-980526-89|wu:fb70b01|
ZDB-EST-990707-61|ZDB-GENE-980526-90|gi540237|
ZDB-GENE-040912-71|ZDB-GENE-980528-2059|zgc:100779|
ZDB-GENE-030131-10010|ZDB-GENE-980528-2060|ik:tdsubc_2g4|
ZDB-GENE-040912-66|ZDB-GENE-980528-2060|zgc:101595|
ZDB-GENE-010319-4|ZDB-GENE-980605-16|id:ibd2614|
ZDB-GENE-030219-101|ZDB-GENE-980605-16|id:ibd5138|
ZDB-LOCUS-001107-1|ZDB-GENE-980605-30|headless|
ZDB-EST-990707-91|ZDB-GENE-990415-10|gi1065715|
ZDB-GENE-030131-117|ZDB-GENE-990415-103|hm:zehn0229|
ZDB-GENE-050522-232|ZDB-GENE-990415-104|zgc:111819|
ZDB-GENE-030219-171|ZDB-GENE-990415-111|id:ibd3176|
ZDB-GENE-041010-34|ZDB-GENE-990415-113|zgc:101882|
ZDB-GENE-050327-44|ZDB-GENE-990415-119|zgc:110511|
ZDB-GENE-030131-2503|ZDB-GENE-990415-127|wu:fc10a08|
ZDB-GENE-030131-8649|ZDB-GENE-990415-133|wu:fa93b01|
ZDB-GENE-030131-5419|ZDB-GENE-990415-137|wu:fd16f11|
ZDB-GENE-030131-3668|ZDB-GENE-990415-139|wu:fc49b03|
ZDB-GENE-030131-7508|ZDB-GENE-990415-140|wu:fj22d05|
ZDB-GENE-040704-5|ZDB-GENE-990415-145|zgc:91955|
ZDB-GENE-030131-182|ZDB-GENE-990415-151|wu:fb55f03|
ZDB-GENE-030131-2070|ZDB-GENE-990415-152|wu:fb95h11|
ZDB-GENE-050417-84|ZDB-GENE-990415-153|zgc:109834|
ZDB-GENE-030131-5456|ZDB-GENE-990415-163|wu:fd19d02|
ZDB-GENE-050731-4|ZDB-GENE-990415-164|zgc:109833|
ZDB-GENE-040718-236|ZDB-GENE-990415-166|zgc:100761|
ZDB-GENE-990415-170|ZDB-GENE-990415-169|netrin 2|
ZDB-EST-990707-86|ZDB-GENE-990415-171|gi623209|
ZDB-GENE-030131-2239|ZDB-GENE-990415-173|wu:fc01e02|
ZDB-LOCUS-020426-9|ZDB-GENE-990415-174|neurogenin 1|
ZDB-GENE-040808-23|ZDB-GENE-990415-179|zgc:100762|
ZDB-LOCUS-990215-376|ZDB-GENE-990415-180|no arches|
ZDB-GENE-030131-4844|ZDB-GENE-990415-198|wu:fe01d04|
ZDB-GENE-030131-3171|ZDB-GENE-990415-20|wu:fc29f06|
ZDB-GENE-990415-202|ZDB-GENE-990415-201|paired box gene 7c|
ZDB-GENE-050522-227|ZDB-GENE-990415-207|zgc:111926|
ZDB-GENE-030131-1095|ZDB-GENE-990415-215|wu:fb59c07|
ZDB-GENE-050417-33|ZDB-GENE-990415-216|zgc:109823|
ZDB-LOCUS-990215-67|ZDB-GENE-990415-22|bozozok|
ZDB-GENE-010319-19|ZDB-GENE-990415-223|id:ibd2735|
ZDB-GENE-070117-1608|ZDB-GENE-990415-225|off-limits|
ZDB-GENE-030131-653|ZDB-GENE-990415-229|wu:fb38g02|
ZDB-GENE-060421-959|ZDB-GENE-990415-235|zgc:136743|
ZDB-GENE-040704-67|ZDB-GENE-990415-244|zgc:92019|
ZDB-GENE-030131-5282|ZDB-GENE-990415-245|wu:fa25f08|
ZDB-GENE-030131-5700|ZDB-GENE-990415-247|wu:fi14b02|
ZDB-GENE-030729-26|ZDB-GENE-990415-247|sb:cb548|
ZDB-LOCUS-020429-11|ZDB-GENE-990415-25|ribonucleotide reductase M2 polypeptide|
ZDB-GENE-050417-117|ZDB-GENE-990415-255|zgc:109820|
ZDB-GENE-041114-142|ZDB-GENE-990415-257|zgc:101695|
ZDB-GENE-050522-469|ZDB-GENE-990415-262|zgc:110729|
ZDB-GENE-010314-1|ZDB-GENE-990415-264||
ZDB-GENE-050417-41|ZDB-GENE-990415-267|zgc:109850|
ZDB-GENE-030131-6200|ZDB-GENE-990415-27|wu:fi38e04|
ZDB-GENE-050522-429|ZDB-GENE-990415-270|zgc:111919|
ZDB-GENE-030131-5622|ZDB-GENE-990415-271|wu:fi06d11|
ZDB-GENE-070112-662|ZDB-GENE-990415-272|zgc:158535|
ZDB-GENE-070117-2361|ZDB-GENE-990415-277|slip jig|
ZDB-EST-990707-83|ZDB-GENE-990415-29|gi914050|
ZDB-LOCUS-990215-132|ZDB-GENE-990415-33|dino|
ZDB-GENE-030131-3610|ZDB-GENE-990415-38|wu:fc46h11|
ZDB-GENE-060519-31|ZDB-GENE-990415-43|zgc:136541|
ZDB-LOCUS-050323-1|ZDB-GENE-990415-44|giraffe|
ZDB-GENE-050417-207|ZDB-GENE-990415-48|zgc:111939|
ZDB-GENE-030131-7278|ZDB-GENE-990415-50|wu:fj03c01|
ZDB-GENE-030131-10016|ZDB-GENE-990415-52|ik:tdsubc_2a3|
ZDB-GENE-030131-8592|ZDB-GENE-990415-52|wu:fa91c07|
ZDB-GENE-050417-459|ZDB-GENE-990415-53|zgc:110517|
ZDB-GENE-040625-137|ZDB-GENE-990415-57|zgc:86761|
ZDB-GENE-990415-64|ZDB-GENE-990415-58|eph-like receptor tyrosine kinase 7|
ZDB-GENE-980605-27|ZDB-GENE-990415-60|eph-like receptor tyrosine kinase 3|
ZDB-GENE-010907-2|ZDB-GENE-990415-66|elf1|
ZDB-GENE-010319-21|ZDB-GENE-990415-72|id:ibd5031|
ZDB-EST-990707-92|ZDB-GENE-990415-73|gi2522168|
ZDB-LOCUS-990215-186|ZDB-GENE-990415-75|floating head|
ZDB-GENE-990415-254|ZDB-GENE-990415-79|steroidogenic factor 1|
ZDB-GENE-050327-57|ZDB-GENE-990415-83|zgc:110516|
ZDB-GENE-030131-5974|ZDB-GENE-990415-85|wu:fi28a02|
ZDB-GENE-030131-2703|ZDB-GENE-990415-88|wu:fc16b04|
ZDB-GENE-030131-6628|ZDB-GENE-990415-9|wu:fk50h05|
ZDB-GENE-060421-956|ZDB-GENE-990415-90|zgc:136537|
ZDB-GENE-030131-9146|ZDB-GENE-990415-92|wu:fb01g06|
ZDB-GENE-030131-3852|ZDB-GENE-990415-93|wu:fc56b02|
ZDB-GENE-040718-477|ZDB-GENE-990415-94|zgc:86652|
ZDB-GENE-030131-4770|ZDB-GENE-990415-95|wu:fd59e11|
ZDB-GENE-060808-27|ZDB-GENE-990415-95|wu:gcd22h07|
ZDB-GENE-030219-71|ZDB-GENE-990603-10|id:ibd2078|
ZDB-GENE-050302-119|ZDB-GENE-990603-11|wu:fb14h07|
ZDB-GENE-030131-1422|ZDB-GENE-990603-5|wu:fb71b01|
ZDB-GENE-030131-7958|ZDB-GENE-990603-7|wu:fj43c06|
ZDB-LOCUS-990215-542|ZDB-GENE-990603-9|somitabun|
ZDB-GENE-030131-5203|ZDB-GENE-990615-5|wu:fa17g07|
ZDB-GENE-980526-563|ZDB-GENE-990616-47|mariposa|
ZDB-GENE-040625-172|ZDB-GENE-990621-1|zgc:86655|
ZDB-GENE-030616-448|ZDB-GENE-990630-12|si:dz37k09.2|
ZDB-GENE-030131-1014|ZDB-GENE-990706-3|wu:fb57a06|
ZDB-GENE-030131-4423|ZDB-GENE-990706-5|wu:fd05a09|
ZDB-GENE-030131-9312|ZDB-GENE-990708-6|wu:fj65a12|
ZDB-GENE-030131-9850|ZDB-GENE-990712-15|sb:cb46|
ZDB-GENE-040801-143|ZDB-GENE-990712-18|zgc:100770|
ZDB-GENE-030131-8747|ZDB-GENE-990714-15|wu:fb05h01|
ZDB-GENE-050522-463|ZDB-GENE-990714-21|zgc:109814|
ZDB-GENE-030131-4374|ZDB-GENE-990714-24|wu:fc95g06|
ZDB-GENE-030912-12|ZDB-GENE-990714-27|paired-like homeodomain transcription factor 2b|
ZDB-GENE-030131-7094|ZDB-GENE-990714-4|wu:fk80d11|
ZDB-GENE-030131-2776|ZDB-GENE-990715-10|wu:fc17g02|
ZDB-GENE-030131-6984|ZDB-GENE-990715-16|wu:fa12d01|
ZDB-GENE-030219-155|ZDB-GENE-990715-9|id:ibd1250|
ZDB-GENE-080920-1|ZDB-GENE-990726-27|lor|
ZDB-LOCUS-990110-1|ZDB-GENE-990910-11|nacre|
ZDB-GENE-031118-232|ZDB-GENE-990914-3|xx:af506734|
ZDB-GENE-030131-5380|ZDB-GENE-990927-1|wu:fd15c06|
ZDB-GENE-030131-2450|ZDB-GENE-991008-18|wu:fc08b08|
ZDB-GENE-030131-6696|ZDB-GENE-991008-6|wu:fa03a08|
ZDB-GENE-030131-1070|ZDB-GENE-991019-2|wu:fb58g02|
ZDB-GENE-040718-305|ZDB-GENE-991019-3|zgc:92755|
ZDB-GENE-030131-6227|ZDB-GENE-991019-4|wu:fi39f08|
ZDB-GENE-050522-406|ZDB-GENE-991026-3|zgc:109705|
ZDB-GENE-030131-6562|ZDB-GENE-991026-6|wu:fa16d07|
ZDB-GENE-040822-38|ZDB-GENE-991102-16|zgc:92031|
ZDB-GENE-050522-27|ZDB-GENE-991110-12|zgc:110510|
ZDB-GENE-030131-282|ZDB-GENE-991110-19|wu:fb19c08|
ZDB-GENE-030219-36|ZDB-GENE-991110-20|id:ibd5081|
ZDB-GENE-030131-7268|ZDB-GENE-991110-23|wu:fj02d02|
ZDB-GENE-041114-178|ZDB-GENE-991111-3|zgc:91781|
ZDB-GENE-030219-14|ZDB-GENE-991119-5|id:ibd3380|
ZDB-GENE-030131-694|ZDB-GENE-991119-8|wu:fb39h09|
ZDB-LOCUS-030627-1|ZDB-GENE-991124-7|heartstrings|
